time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot
2026-04-17T12:25:00-04:00,26850.5,26854.5,26845.5,26851.25,,26854.5,26845.5,26851.25,25128.585
2026-04-17T12:26:00-04:00,26850.75,26856.5,26848.25,26855.25,,26856.5,26848.25,26855.25,25128.585
2026-04-17T12:27:00-04:00,26854.75,26857,26851.25,26852.5,,26857,26851.25,26852.5,25128.585
2026-04-17T12:28:00-04:00,26852.5,26858.5,26850.75,26851.25,,26858.5,26850.75,26851.25,25128.585
2026-04-17T12:29:00-04:00,26851,26857.25,26847,26856,,26857.25,26847,26856,25128.585
2026-04-17T12:30:00-04:00,26856.75,26873,26856.25,26871,,26873,26856.25,26871,25128.585
2026-04-17T12:31:00-04:00,26871,26874.75,26866.25,26874.25,,26874.75,26866.25,26874.25,25128.585
2026-04-17T12:32:00-04:00,26874.25,26875,26866.5,26871.5,,26875,26866.5,26871.5,25128.585
2026-04-17T12:33:00-04:00,26871.25,26876,26862.75,26864.25,,26876,26862.75,26864.25,25128.585
2026-04-17T12:34:00-04:00,26864.25,26872,26864.25,26870.75,,26872,26864.25,26870.75,25128.585
2026-04-17T12:35:00-04:00,26870.75,26878.25,26869,26870.5,,26878.25,26869,26870.5,25128.585
2026-04-17T12:36:00-04:00,26870.25,26884.75,26868.75,26877.25,,26884.75,26868.75,26877.25,25128.585
2026-04-17T12:37:00-04:00,26877.25,26881.5,26874.25,26874.25,,26881.5,26874.25,26874.25,25128.585
2026-04-17T12:38:00-04:00,26874.25,26881,26871.25,26879,,26881,26871.25,26879,25128.585
2026-04-17T12:39:00-04:00,26878.75,26881.25,26872,26873.5,,26881.25,26872,26873.5,25128.585
2026-04-17T12:40:00-04:00,26873.75,26875.25,26868,26872,,26875.25,26868,26872,25128.585
2026-04-17T12:41:00-04:00,26872,26872,26862.75,26862.75,,26872,26862.75,26862.75,25128.585
2026-04-17T12:42:00-04:00,26863,26865.5,26860.5,26864.5,,26865.5,26860.5,26864.5,25128.585
2026-04-17T12:43:00-04:00,26865,26868.5,26863.5,26866,,26868.5,26863.5,26866,25128.585
2026-04-17T12:44:00-04:00,26867,26873.5,26866.25,26871.5,,26873.5,26866.25,26871.5,25128.585
2026-04-17T12:45:00-04:00,26872.5,26880,26870,26879,,26880,26870,26879,25128.585
2026-04-17T12:46:00-04:00,26879,26882.5,26876.25,26879,,26882.5,26876.25,26879,25128.585
2026-04-17T12:47:00-04:00,26878.5,26881.5,26873.25,26874.75,,26881.5,26873.25,26874.75,25128.585
2026-04-17T12:48:00-04:00,26874.5,26880.75,26873.5,26879,,26880.75,26873.5,26879,25128.585
2026-04-17T12:49:00-04:00,26880,26880.75,26868.5,26871,,26880.75,26868.5,26871,25128.585
2026-04-17T12:50:00-04:00,26871,26875,26869,26872.5,,26875,26869,26872.5,25128.585
2026-04-17T12:51:00-04:00,26871.75,26876.5,26869.75,26876.25,,26876.5,26869.75,26876.25,25128.585
2026-04-17T12:52:00-04:00,26876,26877,26866.5,26867.75,,26877,26866.5,26867.75,25128.585
2026-04-17T12:53:00-04:00,26868,26873,26862,26871.25,,26873,26862,26871.25,25128.585
2026-04-17T12:54:00-04:00,26871.5,26872,26862.25,26864.75,,26872,26862.25,26864.75,25128.585
2026-04-17T12:55:00-04:00,26865,26867,26860.75,26861.75,,26867,26860.75,26861.75,25128.585
2026-04-17T12:56:00-04:00,26860.5,26863,26856,26856.25,,26863,26856,26856.25,25128.585
2026-04-17T12:57:00-04:00,26856.25,26860.5,26853.5,26859.25,,26860.5,26853.5,26859.25,25128.585
2026-04-17T12:58:00-04:00,26858.75,26866.75,26858.25,26861,,26866.75,26858.25,26861,25128.585
2026-04-17T12:59:00-04:00,26861.5,26863.25,26856.25,26859.25,,26863.25,26856.25,26859.25,25128.585
2026-04-17T13:00:00-04:00,26859.5,26869,26858.75,26862.75,,26869,26858.75,26862.75,25128.585
2026-04-17T13:01:00-04:00,26863,26871.5,26860.75,26869.5,,26871.5,26860.75,26869.5,25128.585
2026-04-17T13:02:00-04:00,26870,26871.25,26864.75,26870.75,,26871.25,26864.75,26870.75,25128.585
2026-04-17T13:03:00-04:00,26871.25,26877.25,26871,26873.5,,26877.25,26871,26873.5,25128.585
2026-04-17T13:04:00-04:00,26873,26877.25,26871.75,26873.5,,26877.25,26871.75,26873.5,25128.585
2026-04-17T13:05:00-04:00,26873.5,26873.75,26866,26872,,26873.75,26866,26872,25128.585
2026-04-17T13:06:00-04:00,26872,26875.25,26868,26870.75,,26875.25,26868,26870.75,25128.585
2026-04-17T13:07:00-04:00,26869.75,26873.25,26865.5,26865.5,,26873.25,26865.5,26865.5,25128.585
2026-04-17T13:08:00-04:00,26865.75,26866.25,26813.75,26826,,26866.25,26813.75,26826,25128.585
2026-04-17T13:09:00-04:00,26825,26847.25,26822.75,26847.25,,26847.25,26822.75,26847.25,25128.585
2026-04-17T13:10:00-04:00,26847,26848.25,26839.25,26840.5,,26848.25,26839.25,26840.5,25128.585
2026-04-17T13:11:00-04:00,26840.75,26842.75,26826.25,26833,,26842.75,26826.25,26833,25128.585
2026-04-17T13:12:00-04:00,26833,26838,26824.75,26834.75,,26838,26824.75,26834.75,25128.585
2026-04-17T13:13:00-04:00,26834.5,26841.5,26829.25,26835,,26841.5,26829.25,26835,25128.585
2026-04-17T13:14:00-04:00,26836,26843.5,26831.75,26840.25,,26843.5,26831.75,26840.25,25128.585
2026-04-17T13:15:00-04:00,26840.75,26846.75,26830,26832.5,,26846.75,26830,26832.5,25128.585
2026-04-17T13:16:00-04:00,26831.75,26841.25,26831.25,26839.25,,26841.25,26831.25,26839.25,25128.585
2026-04-17T13:17:00-04:00,26839.75,26841,26823.5,26825.25,,26841,26823.5,26825.25,25128.585
2026-04-17T13:18:00-04:00,26825.25,26829.75,26817.25,26827.75,,26829.75,26817.25,26827.75,25128.585
2026-04-17T13:19:00-04:00,26828.75,26829.25,26815.75,26818,,26829.25,26815.75,26818,25128.585
2026-04-17T13:20:00-04:00,26817,26818.25,26795,26798.25,,26818.25,26795,26798.25,25128.585
2026-04-17T13:21:00-04:00,26799,26801,26778.25,26793.5,,26801,26778.25,26793.5,25128.585
