time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot
2026-02-17T01:45:00-05:00,24847,24858.5,24837.25,24844.75,,24858.5,24837.25,24844.75,24577.71125
2026-02-17T02:00:00-05:00,24845.5,24847.75,24814,24818,,24847.75,24814,24818,24577.71125
2026-02-17T02:15:00-05:00,24817.5,24833.75,24802,24809,,24833.75,24802,24809,24577.71125
2026-02-17T02:30:00-05:00,24812.25,24852.5,24801.5,24845.5,,24852.5,24801.5,24845.5,24577.71125
2026-02-17T02:45:00-05:00,24845.5,24881.25,24839.75,24877.5,,24881.25,24839.75,24877.5,24577.71125
2026-02-17T03:00:00-05:00,24877.25,24944.25,24869,24922.75,,24944.25,24869,24922.75,24577.71125
2026-02-17T03:15:00-05:00,24922.5,24923.5,24891.75,24904,,24923.5,24891.75,24904,24577.71125
2026-02-17T03:30:00-05:00,24903.75,24907.5,24854,24859.75,,24907.5,24854,24859.75,24577.71125
2026-02-17T03:45:00-05:00,24860,24871.25,24841.25,24857,,24871.25,24841.25,24857,24577.71125
2026-02-17T04:00:00-05:00,24858.75,24897.5,24854.25,24863,,24897.5,24854.25,24863,24577.71125
2026-02-17T04:15:00-05:00,24859.25,24890.5,24854.5,24888.5,,24890.5,24854.5,24888.5,24577.71125
2026-02-17T04:30:00-05:00,24890.5,24911.25,24884.75,24900,,24911.25,24884.75,24900,24577.71125
2026-02-17T04:45:00-05:00,24901.75,24913,24889.5,24904.25,,24913,24889.5,24904.25,24577.71125
2026-02-17T05:00:00-05:00,24905,24915,24875.75,24879,,24915,24875.75,24879,24577.71125
2026-02-17T05:15:00-05:00,24880.75,24886.25,24864.5,24879,,24886.25,24864.5,24879,24577.71125
2026-02-17T05:30:00-05:00,24878.5,24878.5,24819.75,24825.75,,24878.5,24819.75,24825.75,24577.71125
2026-02-17T05:45:00-05:00,24824.75,24842,24807.5,24825,,24842,24807.5,24825,24577.71125
